"","vote16","protest","vote20jb","vote20bs","apppres7","econpres7","covidpres7","healthcarepres7","dtleader1","dtleader2","econnow","confecon","taxecon","hlthcare2","covid1","covid2","covid_elect","impeach1","impeach2","inc_anes","inc_cpsmod"
"441",1,0,1,1,3,3,4,77,1,77,4,5,4,3,1,1,2,6,3,66,66
"442",4,0,2,2,7,6,7,77,5,77,5,4,4,3,3,1,4,4,4,66,66
"443",2,0,2,2,7,7,7,77,5,77,4,5,7,5,1,1,3,1,7,66,66
"444",1,0,1,1,1,1,1,77,1,77,1,1,2,1,3,2,2,7,1,66,66
"445",2,0,3,3,6,4,6,77,5,77,4,3,2,1,3,2,3,7,2,26,66
"446",2,0,2,2,7,7,7,77,5,77,4,5,7,4,3,1,3,1,7,66,6
"447",2,0,3,3,5,3,3,77,2,77,4,4,3,2,1,1,3,5,3,66,3
"448",4,0,2,1,2,2,2,77,4,77,5,3,3,1,4,2,2,7,1,24,66
"449",3,0,3,2,7,6,7,77,2,77,5,4,3,2,2,2,1,1,3,66,66
"450",1,1,2,2,1,1,2,77,1,77,1,2,1,5,1,4,1,1,1,66,66
"451",1,0,1,1,2,3,3,77,1,77,5,4,3,5,3,2,3,7,1,66,66
"452",2,0,3,2,7,7,7,77,5,77,5,2,3,2,4,4,2,1,7,66,10
"453",2,0,2,2,7,5,7,77,4,77,3,2,4,3,3,4,3,1,7,22,66
"454",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,2,1,7,66,13
"455",2,0,2,2,7,7,7,77,5,77,5,4,7,1,4,1,3,1,7,11,66
"456",4,0,1,1,2,3,3,77,1,77,5,5,6,5,1,1,4,1,1,66,12
"457",4,0,1,1,1,1,1,77,1,77,2,3,3,2,2,1,2,6,2,66,4
"458",2,0,2,2,7,6,7,77,5,77,5,4,5,1,2,1,2,1,7,66,66
"459",1,0,1,1,3,2,5,77,3,77,1,2,2,3,3,2,2,7,1,25,66
"460",2,1,2,2,3,2,2,77,3,77,2,3,3,3,1,2,2,3,3,66,66
"461",2,0,2,2,7,7,4,77,5,77,3,5,7,1,5,1,4,1,7,66,66
"462",1,0,1,1,1,1,1,77,1,77,4,5,1,1,5,1,3,7,1,7,66
"463",1,0,1,1,2,1,2,77,1,77,2,3,1,1,3,2,2,7,1,66,66
"464",2,0,2,2,7,5,7,77,5,77,5,3,5,2,3,2,3,5,4,66,20
"465",1,1,1,2,2,1,3,77,1,77,1,5,2,5,3,1,1,5,4,66,66
"466",2,0,2,2,7,6,7,77,5,77,5,5,5,2,4,1,3,1,7,66,6
"467",1,0,1,1,1,1,1,77,1,77,2,1,1,3,5,5,3,7,1,5,66
"468",1,0,1,1,1,1,2,77,2,77,4,2,1,1,4,2,2,7,1,21,66
"469",4,0,1,1,3,3,3,77,2,77,2,3,2,3,4,3,2,3,2,20,66
"470",1,1,1,1,1,1,1,77,1,77,1,4,1,5,1,1,1,1,1,66,22
"471",4,0,4,4,7,7,7,77,5,77,5,1,7,1,5,5,4,7,7,19,66
"472",1,0,1,1,2,1,3,77,1,77,1,4,1,1,3,1,4,7,1,66,20
"473",1,0,1,1,1,1,1,77,1,77,4,2,2,2,4,1,2,7,1,4,66
"474",2,0,2,2,7,7,7,77,5,77,5,4,4,1,1,5,3,1,7,66,66
"475",3,0,2,3,6,6,6,77,5,77,5,3,4,3,3,3,3,4,7,66,66
"476",1,0,1,1,1,1,3,77,1,77,4,5,2,1,1,1,2,1,1,21,66
"477",4,0,2,2,7,7,7,77,5,77,5,3,4,2,5,3,2,1,7,66,66
"478",2,0,2,2,7,2,7,77,5,77,4,3,6,1,2,2,3,1,7,66,66
"479",2,0,2,2,7,7,7,77,5,77,5,4,7,3,2,1,2,1,7,66,9
"480",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,1,1,7,66,66
"481",3,0,3,3,5,2,2,77,2,77,5,3,4,3,5,2,1,6,1,66,20
"482",2,1,2,2,7,7,7,77,5,77,5,4,6,3,3,2,3,1,7,66,66
"483",2,0,3,2,7,4,4,77,5,77,5,4,4,3,3,1,4,1,7,66,7
"484",4,0,1,1,1,4,3,77,2,77,4,3,3,2,5,2,2,1,6,8,66
"485",1,0,3,3,3,1,5,77,4,77,2,2,3,4,2,2,3,3,2,66,66
"486",1,0,1,1,1,3,2,77,1,77,1,2,1,4,1,2,1,1,1,22,66
"487",1,0,2,1,7,2,7,77,5,77,4,5,3,2,2,1,2,2,6,66,24
"488",1,0,1,1,3,3,3,77,2,77,5,5,3,2,3,1,4,7,1,66,66
"489",2,0,2,2,5,5,5,77,3,77,4,2,4,3,4,4,3,2,5,66,3
"490",3,0,3,2,5,4,3,77,1,77,1,1,1,1,1,1,1,1,1,66,1
"491",4,0,1,1,6,2,2,77,4,77,4,4,1,1,4,1,2,7,1,66,66
"492",2,0,2,2,7,7,7,77,5,77,4,3,4,5,3,3,2,1,7,2,66
"493",2,0,2,2,5,3,4,77,4,77,5,3,3,2,4,4,4,1,4,66,21
"494",4,0,3,3,4,4,4,77,5,77,3,3,7,2,3,4,9,3,4,66,66
"495",1,0,1,1,2,1,3,77,1,77,1,2,3,1,5,3,2,7,1,66,21
"496",2,0,2,2,7,7,7,77,5,77,5,5,4,1,1,1,2,1,7,66,22
"497",1,1,1,1,2,2,1,77,2,77,2,1,2,2,1,2,1,4,4,22,66
"498",2,0,2,2,7,7,7,77,5,77,5,5,6,4,3,1,2,1,7,10,66
"499",2,0,2,2,7,7,7,77,5,77,5,5,7,3,1,1,4,1,7,18,66
"500",1,0,2,2,6,6,6,77,5,77,4,2,4,2,2,1,1,1,6,66,19
"501",4,0,4,4,3,5,6,77,3,77,5,4,5,4,3,2,3,5,3,66,8
"502",4,0,1,1,1,1,1,77,1,77,5,5,4,4,2,1,3,7,1,66,66
"503",1,0,1,1,2,1,2,77,1,77,2,5,3,5,1,1,1,7,1,66,66
"504",4,0,3,2,7,7,7,77,5,77,5,5,6,2,3,1,3,1,7,66,6
"505",4,0,4,4,4,4,4,77,5,77,3,3,4,3,3,3,4,4,4,66,3
"506",1,0,1,1,2,2,1,77,1,77,4,4,3,3,4,1,3,7,1,66,6
"507",1,0,1,1,1,1,1,77,1,77,1,3,1,2,4,3,1,7,1,4,66
"508",2,0,2,3,7,5,6,77,5,77,4,4,3,3,4,2,2,1,7,66,5
"509",4,0,1,1,2,2,3,77,1,77,5,2,2,1,4,2,2,5,2,66,66
"510",2,0,3,3,7,7,7,77,5,77,4,4,4,3,1,1,3,4,5,66,3
"511",2,0,4,2,6,4,7,77,2,77,5,5,5,5,1,1,4,4,4,66,21
"512",2,1,1,3,3,2,6,77,5,77,2,2,2,2,4,2,2,4,3,66,4
"513",1,0,1,1,3,5,3,77,3,77,4,2,4,2,5,3,2,7,1,16,66
"514",2,0,2,2,7,7,7,77,5,77,5,2,5,2,4,4,3,1,7,8,66
"515",2,0,2,2,7,7,7,77,5,77,5,5,7,5,3,2,3,1,7,66,7
"516",2,0,2,3,6,5,4,77,4,77,5,5,4,2,4,2,2,1,4,4,66
"517",2,0,2,2,7,5,7,77,5,77,5,3,4,2,4,3,2,1,6,4,66
"518",2,0,3,3,3,3,3,77,3,77,5,4,3,3,2,2,3,4,4,66,9
"519",4,0,2,2,3,3,3,77,3,77,4,3,4,3,4,2,3,5,4,66,66
"520",4,0,2,2,6,6,7,77,4,77,5,5,3,5,1,1,4,1,7,7,66
"521",1,0,1,1,1,2,1,77,1,77,3,4,2,1,2,1,3,7,1,66,16
"522",1,0,2,2,7,5,7,77,5,77,5,3,5,5,3,3,3,1,7,7,66
"523",1,0,1,1,1,1,1,77,1,77,5,3,1,2,5,1,1,7,1,22,66
"524",3,0,3,2,7,7,6,77,5,77,5,5,7,5,1,1,3,7,1,3,66
"525",2,1,2,2,7,7,7,77,5,77,5,2,6,2,5,3,2,1,7,17,66
"526",2,1,2,2,6,4,4,77,4,77,3,3,4,1,4,3,2,1,6,66,66
"527",1,0,2,2,3,4,3,77,3,77,3,3,4,2,3,3,2,4,4,66,3
"528",4,0,2,4,4,4,6,77,5,77,4,3,4,2,4,3,4,4,5,66,66
"529",1,0,1,1,1,1,1,77,2,77,5,4,1,1,5,2,4,7,1,66,66
"530",1,0,2,2,7,3,6,77,5,77,5,4,6,3,2,2,3,1,7,66,66
"531",1,0,2,3,3,3,3,77,3,77,5,5,5,2,1,1,3,6,2,66,66
"532",4,0,4,4,4,4,4,77,4,77,3,1,4,3,5,5,2,4,4,66,1
"533",2,1,2,2,7,6,7,77,5,77,5,5,7,5,1,1,3,1,7,18,66
"534",1,0,3,2,4,3,6,77,5,77,5,3,4,1,5,4,2,5,4,66,9
"535",2,0,2,2,7,6,7,77,5,77,5,4,6,2,4,2,3,1,7,66,66
"536",2,1,2,2,2,5,6,77,1,77,2,4,3,4,1,2,2,2,3,66,11
"537",2,0,2,2,7,6,7,77,5,77,4,3,4,4,3,4,3,1,7,6,66
"538",4,0,3,3,4,4,5,77,2,77,3,3,3,2,4,1,4,4,5,66,66
"539",2,0,2,2,7,6,5,77,5,77,4,3,4,2,3,2,3,3,4,25,66
"540",2,0,3,2,3,3,2,77,2,77,2,4,4,3,4,4,3,4,4,10,66
"541",4,0,3,2,3,1,4,77,1,77,4,5,5,2,4,1,2,5,1,18,66
"542",2,1,2,2,7,7,7,77,5,77,3,5,7,1,2,1,2,1,7,66,66
"543",2,1,3,2,6,4,7,77,4,77,2,4,4,3,3,1,2,5,2,66,9
"544",2,0,2,2,6,6,4,77,4,77,5,4,6,4,4,1,2,1,5,66,66
"545",2,1,2,2,1,4,6,77,5,77,4,3,3,2,2,2,1,3,3,66,66
"546",2,0,2,2,7,7,7,77,5,77,4,2,6,1,4,3,3,1,4,66,23
"547",2,0,2,4,1,3,2,77,4,77,4,2,1,2,2,2,1,2,4,10,66
"548",2,0,2,2,7,6,7,77,5,77,5,4,4,1,3,1,3,1,7,66,66
"549",2,0,2,2,7,6,7,77,5,77,5,5,4,2,2,1,3,1,7,66,66
"550",2,0,2,2,7,6,7,77,5,77,5,4,6,5,3,1,2,1,7,66,9
"551",2,0,2,2,7,6,7,77,5,77,5,4,5,2,3,2,3,3,5,66,66
"552",2,1,2,2,7,7,7,77,5,77,5,5,7,2,3,1,3,1,7,66,4
"553",2,0,2,2,3,3,2,77,1,77,1,5,7,5,1,1,4,1,7,3,66
"554",4,0,2,3,7,7,7,77,5,77,5,5,4,5,1,1,2,1,7,66,3
"555",2,0,2,2,7,7,6,77,5,77,4,5,5,5,2,1,3,1,7,13,66
"556",1,0,1,1,1,1,1,77,1,77,5,5,4,1,2,1,3,7,1,66,66
"557",4,0,2,2,2,2,3,77,3,77,4,5,4,5,1,1,3,2,6,66,66
"558",1,0,1,1,2,2,3,77,2,77,5,5,5,2,3,1,2,7,1,66,66
"559",4,0,2,2,7,5,7,77,5,77,5,5,4,5,2,1,3,2,6,66,66
"560",2,1,2,2,1,7,6,77,4,77,1,5,5,5,1,2,1,2,2,22,66
"561",4,0,2,4,4,4,3,77,5,77,4,4,4,4,3,3,2,4,4,66,5
"562",2,1,2,2,7,7,7,77,5,77,5,5,7,1,1,1,3,1,7,66,15
"563",1,0,1,1,2,1,2,77,2,77,1,3,2,2,3,3,2,7,1,66,21
"564",2,1,2,2,7,4,7,77,5,77,4,3,4,2,2,2,3,1,7,66,20
"565",2,0,1,1,3,3,3,77,2,77,5,4,4,2,4,2,2,7,1,20,66
"566",2,0,2,2,7,6,7,77,5,77,3,2,5,2,4,1,3,1,7,20,66
"567",3,0,1,1,3,2,2,77,2,77,1,2,3,4,2,1,2,7,1,66,66
"568",1,0,1,1,5,2,6,77,3,77,4,5,1,2,3,2,2,7,1,66,11
"569",1,0,1,1,2,2,2,77,1,77,1,5,2,5,1,1,1,2,2,66,66
"570",4,0,1,1,3,4,5,77,2,77,2,3,5,2,1,1,1,6,4,66,66
"571",2,0,2,2,7,7,7,77,5,77,5,5,4,5,3,1,4,1,7,7,66
"572",2,0,2,2,7,7,7,77,5,77,4,4,6,1,2,3,2,2,7,4,66
"573",2,0,2,2,7,5,7,77,5,77,5,4,6,2,2,1,3,1,7,23,66
"574",4,0,4,4,4,4,4,77,5,77,3,1,7,1,1,5,1,4,4,10,66
"575",1,0,1,1,1,1,1,77,1,77,4,2,1,2,4,2,2,7,1,66,12
"576",2,0,2,2,7,7,7,77,5,77,5,5,4,5,1,1,2,1,7,5,66
"577",4,0,4,4,4,4,4,77,5,77,5,5,4,3,3,1,3,4,4,66,1
"578",4,0,4,4,2,3,2,77,3,77,5,3,2,2,5,2,4,4,4,6,66
"579",1,0,1,1,1,1,1,77,1,77,2,5,4,3,1,1,2,7,1,11,66
"580",2,0,3,2,7,5,7,77,5,77,5,1,4,5,1,5,3,1,7,66,66
"581",1,0,1,1,1,1,2,77,1,77,5,5,1,1,2,1,4,7,1,66,66
"582",2,0,2,2,7,7,7,77,5,77,5,4,7,2,2,2,3,1,7,66,66
"583",2,0,2,2,7,7,7,77,5,77,5,5,3,2,1,1,3,1,7,66,66
"584",4,0,4,4,4,4,4,77,5,77,5,5,4,5,3,3,4,1,7,66,2
"585",1,0,1,1,1,1,1,77,1,77,2,2,1,2,5,2,1,7,1,66,13
"586",2,0,2,2,4,4,5,77,3,77,3,2,2,1,3,2,3,3,4,66,16
"587",1,0,1,1,1,1,2,77,1,77,5,4,1,2,5,1,1,7,1,25,66
"588",1,0,1,1,2,2,3,77,4,77,2,3,2,2,2,2,3,2,2,66,4
"589",1,0,1,1,1,1,1,77,1,77,5,5,3,2,1,2,3,7,1,66,15
"590",4,0,4,4,2,4,2,77,2,77,4,5,3,3,1,1,1,4,4,66,3
"591",2,0,2,2,7,5,6,77,5,77,4,4,7,1,2,1,2,1,7,66,66
"592",1,0,1,1,1,1,1,77,1,77,5,1,1,2,4,1,2,7,1,7,66
"593",2,0,2,2,7,7,7,77,5,77,5,5,4,1,3,2,3,1,7,24,66
"594",1,0,1,1,1,1,1,77,1,77,1,2,1,2,4,4,2,7,1,66,18
"595",1,0,1,1,5,2,6,77,5,77,5,5,3,5,1,1,2,7,1,66,66
"596",1,0,1,1,1,1,1,77,1,77,1,2,1,1,5,3,2,7,1,14,66
"597",3,0,3,3,4,4,4,77,3,77,3,3,4,3,3,3,2,4,4,11,66
"598",1,0,1,1,1,1,1,77,1,77,1,1,1,1,4,4,2,7,1,66,66
"599",2,0,3,2,7,7,7,77,5,77,5,2,3,1,4,2,3,1,7,66,66
"600",4,0,1,1,1,4,3,77,3,77,1,3,3,4,3,2,3,5,3,10,66
"601",4,0,1,1,3,2,2,77,3,77,3,1,3,3,4,4,3,7,1,66,66
"602",1,0,1,1,2,1,2,77,2,77,4,3,2,2,1,3,2,2,2,66,10
"603",2,0,2,3,5,3,6,77,4,77,5,4,3,2,4,2,2,5,4,66,13
"604",1,1,1,1,1,1,1,77,2,77,2,3,5,4,4,1,1,3,2,66,20
"605",1,1,2,2,6,6,6,77,4,77,4,4,4,2,3,2,4,3,3,16,66
"606",2,0,2,2,7,7,7,77,5,77,5,4,6,1,3,2,2,1,7,23,66
"607",1,0,1,1,1,1,1,77,1,77,4,3,1,3,3,2,2,7,1,66,66
"608",2,0,2,2,7,7,7,77,5,77,5,5,3,4,1,1,2,1,7,5,66
"609",1,0,1,1,2,2,2,77,3,77,5,4,4,2,5,1,1,6,6,66,66
"610",3,0,1,1,3,3,2,77,3,77,3,5,5,3,4,3,2,4,2,1,66
"611",3,0,4,4,2,2,2,77,2,77,4,2,4,3,4,4,1,4,4,15,66
"612",4,1,3,2,4,4,4,77,3,77,3,3,4,3,3,3,2,4,4,66,66
"613",1,0,1,1,2,2,3,77,2,77,5,4,3,2,4,2,2,7,1,66,66
"614",2,0,2,3,7,7,7,77,5,77,4,3,4,3,3,3,2,4,4,17,66
"615",1,0,1,1,2,2,2,77,2,77,4,2,3,1,3,2,3,7,1,10,66
"616",1,0,1,1,1,1,1,77,1,77,1,4,1,5,1,1,1,1,1,66,66
"617",4,0,4,4,4,4,4,77,5,77,5,4,4,2,3,2,4,4,4,66,66
"618",2,0,2,2,7,6,7,77,5,77,5,3,5,3,3,3,2,2,4,66,66
"619",1,0,1,1,1,1,1,77,1,77,1,2,2,1,5,4,1,7,1,8,66
"620",2,0,2,2,6,6,5,77,4,77,4,2,4,2,4,3,2,2,5,66,5
"621",1,0,1,2,2,2,3,77,2,77,4,3,3,2,4,3,2,6,2,66,8
"622",3,0,1,1,3,3,5,77,3,77,5,4,3,3,4,2,2,6,3,66,66
"623",2,0,2,1,6,6,7,77,4,77,5,5,3,4,3,3,3,6,2,12,66
"624",1,0,1,1,1,1,1,77,1,77,5,5,1,5,2,1,4,7,1,18,66
"625",1,1,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,23,66
"626",1,0,1,1,2,2,2,77,1,77,3,3,3,3,2,3,4,7,1,66,2
"627",2,0,2,2,7,7,6,77,3,77,1,2,2,3,2,2,2,1,1,66,21
"628",4,0,1,1,2,2,2,77,2,77,4,3,2,1,4,3,1,7,1,5,66
"629",1,0,1,1,2,2,2,77,2,77,2,4,3,1,3,2,3,7,1,23,66
"630",4,0,4,1,3,2,3,77,4,77,4,4,4,2,3,2,3,4,4,66,66
"631",1,0,1,1,1,2,3,77,2,77,5,5,1,3,3,1,1,7,1,7,66
"632",4,0,3,2,4,5,5,77,4,77,4,4,4,4,2,4,3,4,5,66,1
"633",1,0,1,1,1,1,1,77,1,77,1,5,1,1,1,1,3,1,1,26,66
"634",1,0,1,1,2,2,2,77,3,77,4,3,2,2,4,2,2,7,1,19,66
"635",4,0,1,1,1,1,1,77,1,77,2,2,1,1,5,4,2,7,1,66,66
"636",3,0,3,2,7,7,7,77,5,77,5,2,4,4,3,1,2,1,7,66,6
"637",2,0,2,2,7,7,7,77,5,77,5,5,6,2,4,1,3,1,7,10,66
"638",2,0,2,2,7,7,6,77,5,77,4,3,4,3,2,1,3,1,7,21,66
"639",4,0,1,1,4,4,4,77,3,77,3,3,4,3,3,3,2,4,4,66,66
"640",1,0,1,1,2,1,3,77,3,77,2,2,3,2,3,3,4,6,1,66,18
"641",2,0,2,2,7,7,6,77,5,77,3,3,4,3,2,2,1,1,4,3,66
"642",1,0,2,3,7,7,7,77,5,77,4,4,6,2,4,2,3,1,7,66,7
"643",2,0,2,2,7,5,6,77,5,77,5,3,6,4,4,3,3,1,7,66,66
"644",2,0,2,3,3,2,3,77,2,77,2,3,5,3,2,2,2,3,3,22,66
"645",1,0,1,1,1,1,1,77,1,77,4,4,1,2,3,2,2,7,1,13,66
"646",4,0,2,4,7,7,6,77,5,77,5,3,5,2,2,2,3,2,2,66,19
"647",4,0,4,4,4,4,4,77,4,77,4,2,4,2,2,2,3,3,5,66,66
"648",1,1,1,1,1,1,2,77,1,77,4,5,1,5,1,1,4,6,7,66,66
"649",4,0,2,2,7,7,7,77,5,77,5,5,4,2,4,1,3,7,7,66,66
"650",1,0,1,1,1,1,2,77,2,77,3,3,3,4,3,3,3,2,2,66,12
"651",2,0,2,2,7,7,7,77,5,77,5,5,7,4,1,1,3,2,5,66,4
"652",2,0,2,1,3,4,4,77,3,77,2,4,2,3,4,4,2,4,2,20,66
"653",2,0,2,2,7,7,7,77,5,77,5,5,3,3,2,1,2,1,7,22,66
"654",1,0,1,1,1,1,1,77,2,77,1,4,2,2,1,1,4,3,3,66,26
"655",1,0,1,1,2,1,2,77,2,77,5,4,1,2,4,1,4,7,1,66,16
"656",1,0,1,1,2,1,1,77,1,77,1,4,1,3,3,1,2,7,1,66,10
"657",4,0,1,1,2,3,3,77,1,77,5,5,5,4,2,1,4,4,4,2,66
"658",4,0,2,2,7,5,7,77,2,77,3,3,4,3,3,2,3,3,3,66,66
"659",1,0,2,1,5,3,4,77,4,77,4,4,2,3,3,1,3,7,1,66,21
"660",1,0,1,1,2,6,3,77,4,77,5,5,4,4,3,1,3,6,6,8,66
"661",1,0,1,1,2,2,3,77,3,77,4,4,6,1,4,1,2,7,1,66,7
"662",4,0,2,2,7,7,7,77,5,77,5,5,4,1,3,1,2,1,7,66,66
"663",3,0,3,3,4,4,6,77,4,77,4,3,4,2,3,2,2,4,4,66,66
"664",4,0,1,1,1,1,1,77,1,77,4,4,1,2,5,1,4,7,1,66,66
"665",1,0,1,1,1,1,1,77,1,77,3,3,4,3,4,2,2,7,1,66,66
"666",1,0,1,1,3,2,3,77,3,77,2,5,3,1,2,1,3,6,4,66,5
"667",1,0,1,1,1,1,1,77,2,77,2,3,2,2,3,3,1,7,2,66,12
"668",3,0,4,2,6,5,3,77,3,77,5,4,3,3,3,1,2,4,4,18,66
"669",1,0,4,3,1,1,3,77,2,77,2,2,4,2,3,4,3,3,2,21,66
"670",2,0,2,2,7,5,5,77,1,77,5,5,6,2,5,1,2,2,6,66,9
"671",1,0,1,1,2,1,3,77,1,77,1,2,2,3,5,4,2,7,1,9,66
"672",2,0,2,2,7,6,6,77,5,77,5,4,6,1,2,2,4,1,7,23,66
"673",1,0,1,1,2,1,2,77,1,77,4,4,1,1,4,2,2,7,1,8,66
"674",1,0,1,1,3,3,3,77,4,77,5,4,2,3,3,2,2,6,1,66,66
"675",1,0,1,1,2,2,2,77,2,77,4,5,3,3,2,1,3,7,7,66,24
"676",4,0,4,4,3,3,2,77,3,77,5,5,4,1,3,3,2,7,2,66,66
"677",4,0,1,1,1,2,1,77,2,77,2,2,2,4,2,2,2,3,2,5,66
"678",2,0,2,3,7,3,7,77,5,77,4,4,4,1,3,3,2,2,1,66,26
"679",4,0,4,4,4,4,4,77,5,77,4,4,5,3,2,2,2,4,4,66,66
"680",1,0,1,2,3,3,2,77,2,77,3,3,3,2,3,1,1,5,5,66,66
"681",1,0,1,1,1,1,1,77,1,77,3,2,1,2,5,4,1,7,1,66,7
"682",1,0,1,1,1,1,1,77,1,77,1,4,1,5,1,1,1,1,1,66,22
"683",4,0,4,4,6,7,6,77,5,77,4,3,4,3,3,4,3,2,6,2,66
"684",4,0,3,2,6,6,2,77,5,77,5,5,5,2,2,1,3,7,7,66,4
"685",4,0,2,2,7,5,7,77,4,77,4,1,4,2,5,5,3,1,7,5,66
"686",1,0,1,1,1,1,1,77,1,77,1,5,3,5,1,1,1,7,7,66,66
"687",3,0,2,2,7,7,7,77,5,77,5,5,7,2,3,2,3,1,7,66,66
"688",2,0,2,2,7,7,7,77,5,77,5,5,4,2,1,1,2,1,6,66,66
"689",2,0,2,2,6,4,5,77,4,77,4,3,4,2,1,1,3,2,6,5,66
"690",1,0,1,1,2,2,2,77,1,77,2,2,1,2,3,3,2,7,1,66,66
"691",1,0,1,1,1,1,1,77,1,77,1,3,3,3,3,3,2,4,4,11,66
"692",1,0,1,1,3,3,3,77,3,77,5,2,1,2,4,3,3,7,1,66,24
"693",2,0,2,2,7,3,7,77,5,77,3,4,4,1,1,1,3,1,7,23,66
"694",3,0,3,3,5,5,3,77,5,77,5,5,2,2,2,1,3,7,3,21,66
"695",4,1,1,1,3,2,3,77,3,77,2,3,3,2,3,2,2,3,3,66,18
"696",1,0,1,1,2,2,2,77,1,77,4,2,1,1,4,2,1,7,1,21,66
"697",1,0,1,1,1,1,1,77,1,77,1,2,1,1,1,1,3,7,1,11,66
"698",1,0,1,1,2,1,1,77,3,77,5,3,4,2,3,1,1,7,1,66,4
"699",1,0,1,1,2,1,1,77,1,77,1,2,2,4,3,2,1,2,3,66,66
"700",3,0,2,3,2,2,2,77,1,77,4,4,3,4,2,2,2,3,3,66,66
"701",2,0,2,4,4,2,5,77,4,77,5,4,2,1,3,1,3,2,5,66,8
"702",2,0,2,3,3,5,5,77,3,77,4,5,5,3,1,2,2,5,5,66,66
"703",2,0,2,2,7,6,6,77,5,77,4,5,4,1,1,1,4,1,7,66,66
"704",4,0,4,4,4,3,3,77,4,77,2,2,4,4,3,2,4,4,4,4,66
"705",1,0,2,2,2,2,2,77,2,77,2,2,2,2,2,2,2,6,3,66,10
"706",2,0,2,2,7,4,7,77,4,77,5,3,3,1,3,1,2,1,7,16,66
"707",1,0,1,1,1,1,1,77,1,77,1,2,1,4,4,3,2,7,1,66,66
"708",2,0,2,4,7,4,6,77,5,77,3,3,4,3,3,3,2,4,4,7,66
"709",4,0,4,4,3,3,3,77,3,77,2,2,3,1,5,4,2,3,4,66,66
"710",2,0,2,2,7,7,6,77,5,77,5,2,4,1,3,2,2,1,7,19,66
"711",4,0,2,2,6,3,6,77,3,77,5,5,2,3,2,1,3,1,7,66,11
"712",2,0,2,3,7,5,6,77,5,77,5,4,2,2,4,1,3,5,3,66,15
"713",1,0,1,1,1,1,2,77,1,77,5,1,1,1,5,5,2,7,1,14,66
"714",2,0,2,2,7,7,7,77,5,77,5,4,6,1,3,2,3,7,7,66,66
"715",2,0,2,2,7,6,7,77,5,77,5,4,3,2,3,2,2,1,7,66,66
"716",2,0,2,2,7,7,7,77,5,77,5,5,7,4,2,1,3,1,7,66,10
"717",2,0,2,2,5,5,7,77,4,77,5,5,3,5,1,1,3,3,3,13,66
"718",2,0,3,2,7,3,7,77,2,77,4,5,2,2,1,1,3,5,3,66,18
"719",1,0,1,1,1,1,1,77,1,77,1,2,2,1,5,3,2,7,1,66,21
"720",2,1,2,2,1,6,3,77,2,77,2,4,3,2,5,3,3,6,6,11,66
"721",1,1,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,5,1,23,66
"722",1,0,1,1,2,1,1,77,1,77,4,3,1,3,4,2,2,7,1,66,14
"723",2,1,2,2,4,5,4,77,5,77,3,4,4,9,1,2,4,5,3,66,12
"724",2,0,2,2,3,3,3,77,5,77,5,4,4,1,5,1,3,4,4,2,66
"725",1,0,1,1,1,1,2,77,1,77,1,3,1,5,4,2,2,7,1,7,66
"726",1,0,1,1,1,1,1,77,2,77,2,2,2,5,3,2,3,7,1,66,66
"727",4,0,4,4,7,99,7,77,5,77,5,1,1,1,5,5,1,1,1,66,19
"728",3,0,3,3,2,1,2,77,2,77,5,1,2,2,4,4,2,6,1,20,66
"729",4,0,4,4,7,7,7,77,5,77,5,5,4,2,1,1,2,1,7,66,11
"730",1,0,1,1,1,1,1,77,1,77,1,5,2,5,1,1,2,4,3,66,22
"731",1,0,1,1,1,1,1,77,1,77,4,1,1,2,5,4,1,7,1,66,12
"732",2,0,2,2,7,7,7,77,5,77,5,4,6,1,4,2,2,1,7,66,25
"733",1,0,1,2,2,4,2,77,3,77,2,3,3,5,4,3,2,5,3,66,5
"734",2,0,2,2,6,2,4,77,5,77,2,5,6,3,2,1,3,1,7,66,15
"735",1,0,1,1,2,1,2,77,1,77,5,3,6,4,4,1,4,7,1,66,19
"736",4,0,2,2,7,6,7,77,5,77,4,2,5,2,3,3,2,2,5,66,13
"737",2,0,2,2,7,7,7,77,5,77,3,2,4,1,1,2,2,1,7,66,66
"738",2,0,2,2,7,6,7,77,5,77,5,5,6,4,2,1,2,1,7,25,66
"739",2,0,2,2,7,7,7,77,5,77,4,3,4,5,1,1,3,1,7,66,66
"740",3,0,2,3,6,5,7,77,5,77,4,5,5,3,2,2,2,4,4,66,4
"741",1,0,1,1,2,2,2,77,1,77,2,2,5,4,3,1,1,2,3,66,66
"742",4,0,1,1,3,3,3,77,3,77,5,3,1,1,4,1,3,6,2,66,66
"743",1,0,1,1,2,2,1,77,2,77,5,2,4,1,4,2,2,7,1,66,66
"744",2,0,2,2,7,4,5,77,3,77,3,3,3,3,3,3,2,3,5,66,66
"745",2,0,2,2,7,7,7,77,5,77,5,5,4,2,1,1,3,1,7,66,19
"746",4,0,4,4,6,5,4,77,3,77,5,3,3,2,1,3,2,6,4,4,66
"747",1,0,1,1,1,1,1,77,1,77,3,3,2,1,4,3,2,7,1,66,22
"748",4,0,4,4,3,3,1,77,1,77,4,2,4,1,4,1,2,7,1,66,17
