"","vote16","protest","vote20jb","vote20bs","apppres7","econpres7","covidpres7","healthcarepres7","dtleader1","dtleader2","econnow","confecon","taxecon","hlthcare2","covid1","covid2","covid_elect","impeach1","impeach2","inc_anes","inc_cpsmod"
"133",4,0,1,1,2,2,2,77,4,77,3,2,3,3,1,2,2,3,4,66,4
"134",1,0,1,1,1,1,2,77,1,77,1,1,2,3,4,2,2,7,1,66,66
"135",1,0,1,1,1,1,2,77,1,77,4,4,1,1,1,2,4,7,1,11,66
"136",4,0,4,4,7,3,5,77,5,77,2,2,4,1,2,2,3,3,6,66,9
"137",1,0,1,1,2,1,2,77,2,77,2,3,1,1,3,3,2,7,1,66,66
"138",3,0,1,1,2,2,2,77,1,77,5,5,1,2,4,1,4,7,1,3,66
"139",4,0,4,4,3,4,4,77,1,77,2,2,4,2,3,2,3,6,3,66,66
"140",2,0,2,2,7,7,7,77,5,77,5,5,7,2,4,2,3,1,7,66,66
"141",1,0,1,1,3,2,2,77,3,77,3,3,3,3,3,2,2,7,1,15,66
"142",1,0,1,1,2,1,2,77,2,77,5,1,1,1,4,1,2,7,1,66,16
"143",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,3,1,7,66,66
"144",2,0,2,3,6,2,5,77,4,77,5,4,4,1,4,1,3,1,7,66,23
"145",4,0,1,1,2,2,2,77,1,77,4,2,2,1,4,3,3,7,1,66,1
"146",4,0,4,4,7,7,7,77,5,77,5,1,4,1,5,5,3,1,7,3,66
"147",4,0,1,1,1,2,1,77,1,77,5,2,5,2,5,2,4,7,4,5,66
"148",1,1,1,1,1,2,1,77,1,77,2,5,1,5,1,1,3,6,7,66,66
"149",4,0,2,2,5,5,5,77,4,77,5,4,4,4,3,2,2,4,6,66,8
"150",1,0,1,1,1,1,1,77,1,77,4,4,1,2,4,2,1,7,1,22,66
"151",1,0,1,1,3,3,1,77,1,77,3,3,3,3,1,2,2,1,3,66,21
"152",4,0,4,2,7,7,7,77,5,77,4,4,6,4,2,2,2,4,4,66,21
"153",1,0,1,1,1,1,2,77,1,77,2,3,1,1,5,2,2,7,1,15,66
"154",1,0,1,1,1,1,2,77,1,77,4,3,2,1,4,3,2,7,1,66,5
"155",2,0,2,3,7,7,7,77,5,77,4,4,5,5,1,1,3,2,7,66,16
"156",2,0,2,2,7,7,7,77,5,77,5,5,7,5,2,1,3,1,7,23,66
"157",2,0,1,1,5,3,3,77,2,77,5,5,3,3,2,1,3,7,1,66,66
"158",1,0,1,1,2,1,2,77,2,77,4,3,3,1,5,4,4,7,1,66,9
"159",4,0,1,1,1,1,1,77,1,77,5,4,3,4,5,1,2,7,1,66,66
"160",2,0,2,2,7,7,7,77,5,77,5,5,5,5,1,1,3,1,7,66,5
"161",1,0,1,1,1,3,2,77,1,77,1,4,3,5,2,1,2,1,3,66,66
"162",4,0,4,1,2,2,2,77,3,77,5,4,4,3,2,2,3,7,1,66,66
"163",1,0,1,1,2,3,3,77,2,77,5,4,3,5,3,1,3,6,1,66,66
"164",2,0,2,1,3,3,2,77,4,77,4,3,4,2,4,3,4,4,4,5,66
"165",2,1,2,2,5,4,7,77,5,77,3,2,5,1,2,2,3,4,4,66,18
"166",2,0,2,2,6,5,7,77,5,77,3,3,3,2,1,1,2,1,5,66,6
"167",2,0,2,2,7,4,7,77,5,77,5,2,4,1,3,3,2,3,5,24,66
"168",2,0,2,2,7,7,7,77,5,77,5,2,7,1,3,3,1,1,7,26,66
"169",2,1,2,2,2,2,2,77,2,77,2,2,2,3,3,3,2,2,2,13,66
"170",1,0,1,1,1,1,1,77,1,77,4,3,2,2,4,2,2,7,1,66,5
"171",2,0,2,2,2,4,3,77,3,77,1,4,4,4,2,3,2,7,5,66,66
"172",4,0,1,1,1,1,1,77,1,77,1,3,1,5,2,3,2,7,1,66,66
"173",2,1,2,3,3,4,4,77,3,77,2,3,3,3,3,3,3,4,4,19,66
"174",1,0,1,1,2,1,2,77,1,77,4,4,2,2,4,1,2,7,1,66,18
"175",1,0,1,1,2,2,2,77,2,77,4,4,3,2,4,1,3,5,2,5,66
"176",4,0,4,4,5,3,3,77,4,77,4,4,4,3,4,1,3,4,5,66,5
"177",1,0,3,2,5,1,2,77,1,77,2,4,1,1,1,1,3,4,4,66,66
"178",3,0,3,3,6,4,6,77,3,77,4,3,3,2,3,3,3,6,2,66,15
"179",2,0,3,2,7,7,7,77,5,77,5,5,6,3,1,2,3,1,7,66,66
"180",2,0,2,2,6,3,2,77,3,77,5,2,3,3,2,2,2,2,2,3,66
"181",1,0,1,1,1,1,1,77,1,77,4,1,1,1,5,3,2,7,1,66,6
"182",2,0,2,2,4,4,3,77,4,77,3,3,4,3,3,4,3,4,4,66,2
"183",4,0,4,4,7,7,7,77,5,77,5,4,4,4,3,2,3,1,7,66,66
"184",1,1,1,1,3,2,2,77,1,77,2,3,3,2,4,2,2,3,4,66,23
"185",1,1,1,1,1,2,2,77,2,77,2,2,2,2,2,2,2,2,2,66,66
"186",1,0,1,1,1,1,2,77,2,77,4,4,1,2,3,1,2,7,1,66,66
"187",1,0,1,1,1,2,2,77,1,77,1,4,1,4,1,2,1,2,1,66,15
"188",1,0,1,1,2,2,2,77,2,77,2,5,5,5,1,1,2,7,1,5,66
"189",2,0,2,1,5,4,5,77,2,77,5,5,6,3,2,1,1,7,4,12,66
"190",1,0,1,1,1,1,1,77,1,77,5,5,1,1,5,1,4,7,1,66,21
"191",1,0,1,1,2,1,2,77,1,77,5,4,3,3,3,2,2,7,1,66,22
"192",2,0,1,1,1,1,1,77,1,77,1,3,1,1,5,2,1,7,1,66,9
"193",2,0,2,2,6,3,6,77,4,77,4,3,3,4,1,1,2,2,4,66,15
"194",3,0,3,2,6,5,6,77,5,77,5,4,5,2,3,2,2,2,6,66,6
"195",1,0,1,1,1,1,1,77,1,77,4,4,4,4,1,1,2,7,1,3,66
"196",1,0,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,22,66
"197",2,0,2,2,7,7,7,77,5,77,5,5,7,3,3,3,3,1,7,66,66
"198",1,0,1,1,1,2,2,77,1,77,1,4,1,4,3,2,2,1,1,66,66
"199",2,0,2,2,7,7,7,77,5,77,5,5,6,3,3,1,3,1,7,66,6
"200",2,0,2,2,7,7,7,77,5,77,3,4,4,5,2,1,4,2,2,66,66
"201",2,0,2,2,7,6,7,77,5,77,4,4,6,3,2,2,3,1,7,11,66
"202",4,0,3,2,7,5,7,77,5,77,4,1,4,5,4,5,3,1,6,66,66
"203",1,0,1,1,3,3,3,77,3,77,3,5,4,3,4,1,1,7,2,66,1
"204",2,0,2,2,3,2,7,77,2,77,5,5,7,5,1,1,2,2,6,66,66
"205",1,0,1,2,4,2,5,77,2,77,2,3,4,3,2,3,3,4,3,66,66
"206",1,0,1,1,1,1,1,77,1,77,5,5,1,1,1,1,2,7,1,66,24
"207",1,1,1,1,1,1,1,77,1,77,1,5,7,4,2,3,2,3,2,66,23
"208",1,0,1,1,1,1,1,77,1,77,4,2,3,3,4,2,4,7,1,10,66
"209",4,0,3,2,3,3,2,77,3,77,2,3,3,3,4,2,3,2,3,5,66
"210",2,0,2,2,5,3,7,77,5,77,4,4,4,1,3,1,2,1,7,66,66
"211",2,0,2,3,1,1,1,77,1,77,1,1,1,1,1,1,1,7,4,66,66
"212",4,0,2,1,3,5,3,77,2,77,5,4,6,1,3,2,3,5,2,8,66
"213",1,0,3,4,1,1,7,77,5,77,1,1,1,5,5,5,1,7,1,66,23
"214",4,0,1,1,3,2,4,77,3,77,2,2,2,2,4,3,3,7,5,66,14
"215",2,0,2,2,7,7,7,77,5,77,5,3,4,1,5,2,3,1,7,66,66
"216",1,1,1,1,3,3,2,77,1,77,3,4,3,4,3,3,3,5,4,66,66
"217",1,0,1,1,2,2,1,77,5,77,2,2,1,2,2,1,2,4,4,66,2
"218",2,0,2,2,7,7,7,77,5,77,5,2,6,1,4,4,3,1,6,3,66
"219",1,0,2,2,7,6,7,77,5,77,5,4,4,3,1,1,3,4,4,66,66
"220",2,0,2,1,3,3,3,77,2,77,2,3,3,2,2,3,2,3,3,66,66
"221",4,0,2,4,3,3,4,77,4,77,5,2,4,2,5,2,3,5,3,4,66
"222",2,0,2,2,7,5,6,77,3,77,4,3,4,2,3,3,3,3,5,66,21
"223",1,0,1,1,1,1,1,77,1,77,3,4,2,3,3,2,2,7,1,66,4
"224",4,0,2,2,6,4,5,77,5,77,4,4,3,2,4,3,2,1,7,66,66
"225",1,0,1,1,1,1,1,77,1,77,1,1,2,1,5,4,3,7,1,66,66
"226",2,0,2,2,3,3,3,77,3,77,3,3,3,3,3,3,2,4,4,22,66
"227",1,0,1,1,2,1,2,77,2,77,5,5,1,1,4,1,2,7,1,66,66
"228",1,0,4,4,6,6,7,77,5,77,5,4,4,3,1,1,3,4,4,66,13
"229",3,0,1,1,2,2,2,77,3,77,2,2,2,4,2,2,3,7,7,5,66
"230",2,0,2,2,6,3,6,77,5,77,4,4,4,4,2,1,9,2,6,5,66
"231",2,0,4,2,3,2,4,77,3,77,1,4,3,5,2,1,3,7,7,7,66
"232",1,0,1,1,1,1,1,77,1,77,3,3,2,2,2,2,2,7,1,4,66
"233",1,0,1,1,1,1,1,77,1,77,5,4,3,3,4,2,1,7,1,66,66
"234",2,0,2,3,7,2,7,77,2,77,5,5,7,3,2,1,4,1,7,3,66
"235",2,0,2,2,7,7,7,77,5,77,5,5,4,4,3,1,3,1,7,1,66
"236",1,0,1,1,1,1,1,77,5,77,1,1,1,1,1,1,1,1,1,66,66
"237",2,0,2,2,7,7,7,77,5,77,5,5,7,3,1,1,1,1,7,66,8
"238",3,0,3,3,7,6,7,77,5,77,4,5,3,3,1,1,2,6,7,66,66
"239",3,0,2,2,7,6,7,77,5,77,5,3,4,1,4,3,3,1,7,66,16
"240",4,0,1,1,2,1,2,77,1,77,2,2,2,3,3,3,3,4,4,66,66
"241",4,0,4,4,4,4,6,77,4,77,5,3,5,1,5,2,2,4,4,3,66
"242",1,0,1,1,2,2,2,77,2,77,4,5,7,5,1,1,2,7,1,66,12
"243",2,0,2,2,7,7,7,77,5,77,5,4,7,3,5,3,3,1,7,21,66
"244",4,0,4,2,6,6,7,77,4,77,5,5,6,2,2,1,3,2,5,66,23
"245",1,0,2,2,7,7,7,77,5,77,5,5,7,1,3,4,1,1,7,66,66
"246",2,0,2,2,7,6,7,77,5,77,5,4,7,5,4,2,1,1,7,66,14
"247",1,0,1,1,1,1,1,77,1,77,1,1,1,1,3,2,1,5,1,66,16
"248",2,0,2,2,7,6,7,77,5,77,5,3,6,2,3,2,3,1,7,21,66
"249",1,0,2,2,7,7,7,77,5,77,4,4,4,2,2,2,3,1,7,10,66
"250",2,0,2,2,7,6,3,77,5,77,5,5,4,5,5,1,3,1,7,66,66
"251",4,0,1,1,1,1,1,77,1,77,1,2,4,3,3,3,3,7,1,4,66
"252",3,0,3,3,7,7,7,77,5,77,4,4,4,3,3,3,3,2,2,66,66
"253",1,0,1,1,1,2,2,77,1,77,1,2,1,2,1,2,4,2,2,66,66
"254",1,1,1,1,1,2,1,77,1,77,4,2,1,2,4,4,1,7,1,66,66
"255",2,0,2,2,7,7,7,77,5,77,4,3,6,3,3,2,3,1,7,4,66
"256",2,0,2,2,7,7,7,77,5,77,3,1,7,2,3,5,3,1,7,5,66
"257",4,1,2,2,7,7,7,77,5,77,1,3,3,4,4,4,3,5,4,1,66
"258",2,1,2,2,6,2,7,77,3,77,2,5,3,3,1,1,2,1,4,14,66
"259",2,0,2,2,6,3,6,77,5,77,5,5,6,3,4,1,3,1,7,66,4
"260",1,0,2,2,5,4,6,77,3,77,5,4,6,5,2,2,2,3,5,66,4
"261",1,0,1,1,1,1,1,77,1,77,1,2,1,2,4,1,2,7,1,66,15
"262",1,1,1,1,1,1,1,77,1,77,1,4,1,4,1,1,2,1,1,66,66
"263",1,0,1,1,2,2,2,77,2,77,4,2,3,1,2,2,1,7,2,66,66
"264",4,0,1,1,2,1,2,77,2,77,1,4,2,1,5,2,2,7,1,66,3
"265",4,0,3,3,3,3,5,77,3,77,3,3,3,4,3,1,2,4,3,66,66
"266",2,0,2,3,7,5,7,77,5,77,5,4,4,5,1,1,3,1,1,66,66
"267",1,0,1,1,1,1,2,77,1,77,1,2,4,5,2,2,3,7,1,66,66
"268",1,0,1,1,2,3,2,77,2,77,2,2,3,2,1,2,3,7,1,66,13
"269",2,0,2,2,7,7,7,77,5,77,5,4,4,1,5,3,2,1,7,66,66
"270",4,0,2,1,5,3,5,77,4,77,4,2,3,3,4,1,4,3,7,23,66
"271",2,0,2,2,7,6,7,77,5,77,5,2,4,2,1,2,3,1,7,3,66
"272",2,0,2,2,6,5,6,77,4,77,5,5,3,2,3,1,3,1,6,18,66
"273",4,0,1,1,1,1,1,77,2,77,4,4,2,3,4,2,2,7,1,13,66
"274",1,0,1,1,1,1,1,77,1,77,1,1,1,1,5,5,4,1,1,66,2
"275",2,0,3,2,6,7,7,77,4,77,5,4,3,3,3,2,2,1,5,11,66
"276",1,0,1,1,1,1,1,77,1,77,1,5,2,5,1,1,1,1,1,66,66
"277",4,0,4,4,3,2,3,77,4,77,2,2,4,2,4,3,2,6,2,66,9
"278",2,0,2,2,7,7,7,77,5,77,5,4,6,5,3,1,3,1,7,66,7
"279",1,0,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,66,66
"280",2,0,2,2,3,3,2,77,2,77,2,4,4,4,2,2,2,3,4,15,66
"281",1,0,1,1,3,2,2,77,2,77,2,3,2,3,3,3,2,3,3,6,66
"282",2,0,2,2,7,6,7,77,5,77,4,4,6,3,3,2,3,1,7,66,66
"283",4,0,3,2,6,4,4,77,4,77,2,2,3,2,4,4,2,2,6,20,66
"284",2,0,2,2,6,5,3,77,4,77,3,3,5,2,3,3,2,3,3,23,66
"285",2,0,2,2,6,5,6,77,5,77,3,1,3,2,3,4,3,2,5,66,16
"286",2,0,2,2,7,7,7,77,5,77,3,3,4,3,2,2,3,4,4,66,10
"287",4,0,1,1,2,1,1,77,1,77,1,4,6,2,1,1,2,2,1,66,66
"288",2,0,2,2,7,7,7,77,5,77,5,5,7,2,2,1,3,2,7,4,66
"289",2,0,3,3,7,7,7,77,5,77,5,5,1,3,1,1,3,1,5,66,8
"290",4,0,3,3,3,3,3,77,3,77,4,3,4,3,4,4,2,4,4,66,7
"291",1,0,1,1,1,1,1,77,1,77,5,2,1,1,2,1,2,7,1,1,66
"292",3,0,3,2,3,3,3,77,3,77,1,5,2,1,1,1,2,7,2,66,7
"293",2,1,2,2,7,3,6,77,5,77,2,2,7,1,3,2,2,1,7,24,66
"294",2,0,2,2,7,6,7,77,5,77,5,4,6,1,1,1,3,1,7,66,4
"295",1,1,2,1,2,3,2,77,1,77,2,3,3,3,3,1,2,1,2,66,22
"296",3,0,2,2,7,7,7,77,5,77,5,5,4,2,1,1,2,4,4,5,66
"297",2,0,2,2,2,4,2,77,3,77,2,2,2,2,2,2,1,2,2,66,3
"298",2,0,2,2,7,3,7,77,5,77,5,5,1,2,1,1,3,1,7,4,66
"299",1,0,1,1,1,1,1,77,1,77,3,2,3,1,4,4,4,7,1,66,8
"300",1,0,1,1,2,1,2,77,2,77,2,3,2,2,3,3,3,7,1,66,66
"301",4,0,2,2,7,7,7,77,5,77,5,2,6,1,4,3,2,7,7,66,66
"302",2,1,2,3,3,1,7,77,2,77,3,2,3,4,2,2,3,5,2,66,22
"303",4,0,1,1,2,1,4,77,3,77,4,2,2,5,1,1,3,7,1,66,1
"304",2,0,1,1,2,2,1,77,3,77,2,4,4,2,2,3,2,2,3,66,8
"305",1,0,1,1,1,2,1,77,1,77,1,5,1,5,1,2,1,2,1,66,66
"306",1,0,1,1,2,2,2,77,2,77,5,4,2,1,2,2,2,7,1,66,66
"307",2,0,2,2,7,3,3,77,5,77,5,5,6,5,1,1,3,1,7,66,4
"308",4,0,4,4,4,4,5,77,3,77,4,3,4,2,2,4,4,4,4,6,66
"309",1,0,1,1,1,1,1,77,1,77,4,2,1,2,4,3,2,7,1,66,66
"310",2,0,4,2,7,7,7,77,5,77,4,4,6,4,3,3,3,2,7,66,66
"311",1,0,1,1,1,1,1,77,1,77,3,5,1,1,5,1,1,7,1,66,66
"312",2,0,2,2,3,3,3,77,3,77,2,2,3,3,1,4,4,7,1,21,66
"313",1,0,1,1,1,1,1,77,1,77,4,2,3,2,3,3,1,7,1,66,5
"314",1,0,3,2,4,4,3,77,4,77,4,5,4,4,5,1,3,4,4,66,66
"315",2,0,2,3,7,7,7,77,5,77,5,5,3,3,2,1,3,1,7,66,66
"316",2,0,2,1,2,2,1,77,2,77,5,5,1,3,4,1,2,7,1,66,66
"317",2,0,2,3,6,4,4,77,5,77,5,1,4,4,1,1,3,4,7,66,66
"318",2,0,2,2,7,6,7,77,5,77,5,4,6,5,3,3,2,1,7,8,66
"319",4,0,1,1,3,3,4,77,2,77,5,4,4,2,2,1,4,7,1,5,66
"320",1,0,1,1,4,4,4,77,3,77,3,3,4,3,3,3,1,4,4,66,66
"321",2,0,2,2,7,6,7,77,5,77,5,4,4,2,3,2,2,1,7,66,13
"322",2,1,2,3,3,4,3,77,2,77,3,3,3,3,4,4,3,4,3,21,66
"323",1,0,1,1,2,2,2,77,2,77,4,3,4,3,3,3,2,7,7,66,66
"324",2,0,1,1,2,2,1,77,3,77,1,3,5,2,2,2,2,5,2,66,18
"325",3,0,3,3,6,6,6,77,5,77,5,5,4,3,1,1,3,4,4,3,66
"326",1,0,1,1,1,2,1,77,1,77,5,5,1,5,1,1,3,7,1,66,66
"327",1,0,3,2,7,7,7,77,5,77,3,5,1,1,5,3,3,1,7,66,15
"328",1,1,1,1,1,1,1,77,1,77,1,5,6,1,1,1,1,1,1,66,66
"329",2,0,2,2,5,3,5,77,1,77,4,2,3,2,1,1,4,2,5,66,66
"330",3,0,3,3,6,4,3,77,4,77,5,1,4,1,4,5,3,1,4,66,66
"331",2,0,2,2,7,5,7,77,5,77,5,4,4,1,4,3,3,1,6,66,19
"332",1,0,1,1,1,1,1,77,1,77,4,3,3,3,3,2,2,7,1,66,18
"333",1,0,1,1,2,1,1,77,1,77,5,5,1,1,2,1,4,7,1,66,66
"334",4,0,1,2,2,3,2,77,2,77,4,4,3,1,2,1,1,7,1,66,66
"335",3,0,3,3,7,6,2,77,5,77,3,3,5,4,2,1,1,4,4,66,66
"336",3,0,3,3,5,3,2,77,2,77,5,4,5,2,4,2,2,2,5,4,66
"337",1,0,1,1,5,3,4,77,3,77,5,3,4,2,5,3,3,7,1,66,5
"338",1,0,1,1,2,1,1,77,1,77,1,5,2,1,1,1,2,7,1,4,66
"339",3,0,3,2,6,7,7,77,5,77,5,5,4,1,5,2,4,1,7,4,66
"340",4,0,2,2,7,7,7,77,5,77,5,5,4,3,1,2,3,2,7,66,66
"341",2,0,3,3,2,7,3,77,5,77,5,5,6,1,5,1,4,1,7,18,66
"342",1,0,1,1,1,1,1,77,1,77,1,1,1,2,4,4,2,7,1,66,66
"343",2,0,2,2,7,6,7,77,5,77,5,5,4,1,4,4,3,1,7,66,66
"344",3,0,3,3,4,4,4,77,5,77,4,2,3,1,3,3,3,4,4,66,66
"345",2,0,2,2,3,5,6,77,4,77,4,4,3,4,2,2,3,2,6,66,11
"346",1,0,1,1,1,1,7,77,1,77,1,5,1,5,1,1,1,1,1,16,66
"347",2,1,2,2,7,7,7,77,5,77,5,5,7,5,1,1,3,1,7,66,26
"348",4,0,1,1,2,2,2,77,2,77,5,5,4,2,4,1,2,1,1,7,66
"349",1,0,1,1,2,2,2,77,1,77,4,5,4,5,1,1,3,7,1,66,17
"350",4,0,3,2,5,4,4,77,4,77,2,2,3,2,2,3,2,4,3,66,14
"351",2,0,2,2,6,6,6,77,5,77,4,5,4,5,5,1,2,1,7,16,66
"352",1,0,1,1,2,2,1,77,1,77,5,4,1,1,4,2,1,7,1,9,66
"353",1,0,1,1,2,2,2,77,4,77,5,5,4,5,1,1,3,6,1,66,66
"354",1,0,1,1,1,1,1,77,1,77,1,1,1,1,3,5,2,7,1,7,66
"355",3,0,2,2,7,7,7,77,5,77,5,5,4,2,1,1,3,7,7,66,66
"356",2,0,2,2,7,7,7,77,5,77,3,5,4,4,1,1,3,1,7,66,66
"357",2,0,2,2,7,7,6,77,5,77,5,5,3,4,4,1,3,1,7,66,7
"358",2,0,2,2,7,6,7,77,5,77,5,5,6,1,3,1,3,1,7,66,2
"359",4,1,2,3,5,4,4,77,3,77,2,3,4,2,3,4,3,4,3,6,66
"360",4,0,2,2,7,6,7,77,5,77,4,3,3,1,5,3,1,2,1,66,66
"361",2,0,2,2,7,7,7,77,5,77,5,4,4,1,1,1,3,1,7,21,66
"362",1,0,1,1,1,1,1,77,1,77,2,1,1,1,3,3,1,7,1,16,66
"363",1,0,1,1,2,1,2,77,3,77,1,1,1,1,5,5,1,7,1,66,16
"364",1,0,1,1,1,1,1,77,1,77,5,5,1,1,4,1,1,7,1,19,66
"365",2,1,2,2,7,7,7,77,5,77,5,5,7,5,1,1,2,2,7,66,66
"366",3,0,1,1,1,4,2,77,5,77,5,3,2,2,2,2,1,3,2,14,66
"367",2,1,2,2,7,7,7,77,5,77,4,4,4,5,2,1,3,1,7,13,66
"368",1,0,1,1,1,1,1,77,1,77,5,3,2,1,5,3,1,7,1,66,66
"369",1,0,1,1,1,1,1,77,1,77,4,3,1,1,5,3,1,7,1,66,66
"370",2,0,2,2,7,4,7,77,5,77,5,5,4,5,4,1,3,1,7,66,4
"371",1,0,1,4,3,2,4,77,3,77,3,4,3,1,3,2,4,6,2,20,66
"372",2,0,2,2,2,2,4,77,3,77,3,5,1,5,2,1,4,1,1,66,66
"373",2,0,4,4,7,6,7,77,5,77,4,3,4,5,1,1,3,2,7,15,66
"374",2,0,2,2,7,6,7,77,5,77,5,4,6,3,2,2,2,1,1,66,66
"375",1,1,1,1,3,2,3,77,2,77,4,4,2,5,4,2,3,5,6,66,66
"376",1,0,1,1,1,1,1,77,1,77,1,3,1,5,5,5,1,7,1,3,66
"377",1,0,3,2,5,4,4,77,4,77,4,1,2,1,5,4,3,4,4,7,66
"378",2,1,2,2,1,6,6,77,1,77,1,2,1,1,1,2,1,5,4,20,66
"379",2,0,2,2,2,2,3,77,1,77,2,1,3,3,2,1,2,3,3,66,66
"380",2,0,2,1,7,4,6,77,5,77,3,4,4,4,1,1,4,7,7,66,66
"381",1,0,1,1,1,1,1,77,1,77,1,4,3,5,2,2,1,1,1,66,66
"382",2,0,2,2,7,6,7,77,5,77,5,3,5,1,4,2,3,1,5,66,15
"383",1,0,2,2,3,2,4,77,3,77,4,4,3,1,4,2,3,5,2,12,66
"384",2,0,2,2,7,7,7,77,5,77,5,5,4,2,2,1,3,1,6,10,66
"385",2,0,2,2,7,5,6,77,4,77,5,3,7,5,4,2,2,1,7,5,66
"386",1,0,1,1,1,2,1,77,2,77,2,2,4,2,4,2,1,7,1,66,66
"387",2,0,2,2,7,7,7,77,5,77,5,5,4,1,5,1,3,2,7,21,66
"388",2,0,3,3,7,7,7,77,5,77,5,5,7,5,1,1,3,1,7,1,66
"389",4,0,2,2,7,6,6,77,5,77,5,3,6,1,4,2,3,2,6,6,66
"390",1,0,1,1,2,1,2,77,2,77,2,1,2,2,3,3,2,2,3,17,66
"391",2,0,2,2,7,7,7,77,5,77,5,5,4,5,2,5,2,4,1,66,66
"392",2,0,2,3,7,7,7,77,5,77,5,4,4,3,3,1,4,1,7,66,66
"393",1,0,1,1,2,3,3,77,1,77,3,3,3,3,3,3,2,4,4,66,66
"394",2,0,3,3,3,4,3,77,3,77,3,2,2,3,4,4,2,4,4,66,66
"395",1,0,1,1,1,1,1,77,1,77,1,3,2,3,4,1,2,7,1,5,66
"396",4,0,2,4,5,3,5,77,5,77,5,4,4,1,4,2,2,2,5,66,6
"397",3,0,3,3,7,7,2,77,5,77,5,3,2,3,1,1,4,7,4,66,13
"398",1,0,1,1,2,1,2,77,2,77,2,2,4,1,4,4,2,7,1,66,3
"399",2,0,2,3,6,5,6,77,5,77,5,5,7,2,1,1,2,1,7,66,8
"400",2,0,4,4,7,7,7,77,5,77,5,5,4,1,4,1,2,1,7,4,66
"401",1,0,1,1,2,2,2,77,2,77,2,3,2,2,3,3,2,2,4,66,19
"402",3,0,4,2,4,4,4,77,4,77,5,5,2,5,1,1,3,4,4,66,18
"403",4,1,1,1,2,3,5,77,4,77,2,3,2,5,3,3,3,4,5,66,66
"404",2,0,2,3,5,4,6,77,4,77,4,4,4,2,4,2,3,2,6,22,66
"405",4,0,1,1,3,3,6,77,4,77,2,3,3,5,4,2,3,7,2,66,66
"406",1,0,1,1,2,2,2,77,2,77,3,3,4,3,2,3,4,7,1,9,66
"407",2,0,2,2,7,5,7,77,5,77,5,5,7,5,1,1,3,1,7,21,66
"408",3,0,1,1,2,2,2,77,2,77,4,4,1,3,4,1,1,7,1,66,18
"409",4,0,2,2,6,6,5,77,5,77,4,5,4,2,4,1,3,4,4,6,66
"410",4,1,1,4,4,4,4,77,2,77,3,3,4,3,3,3,3,4,4,66,23
"411",4,0,2,3,6,4,6,77,5,77,4,2,5,1,5,3,2,3,5,66,15
"412",4,0,1,1,2,3,2,77,1,77,5,4,3,2,1,1,3,3,2,8,66
"413",1,0,3,3,7,3,7,77,5,77,5,5,4,3,1,1,1,4,4,66,10
"414",4,0,2,2,7,7,7,77,5,77,3,1,6,1,2,5,3,1,7,66,15
"415",1,0,1,1,2,1,3,77,2,77,2,4,1,2,4,1,2,7,1,66,66
"416",4,0,4,4,5,4,4,77,4,77,3,2,4,2,1,2,4,1,7,6,66
"417",3,0,3,3,7,5,6,77,2,77,5,4,7,4,2,1,3,6,3,66,66
"418",2,1,2,2,1,1,1,77,1,77,1,5,1,5,2,2,4,1,1,66,66
"419",1,0,1,1,1,1,1,77,2,77,4,2,1,4,4,2,2,1,1,66,66
"420",1,0,1,1,3,3,4,77,2,77,3,2,4,1,4,3,2,6,3,66,11
"421",4,0,4,4,6,7,7,77,5,77,4,5,5,5,5,1,1,3,5,66,3
"422",1,1,1,1,2,2,3,77,2,77,5,4,3,3,4,2,2,6,7,66,23
"423",1,0,1,1,1,1,1,77,1,77,4,2,2,2,3,2,1,7,1,66,13
"424",1,0,1,1,2,1,1,77,1,77,4,3,4,5,1,1,4,7,1,66,14
"425",2,0,2,2,7,7,7,77,5,77,5,4,7,3,1,2,3,1,7,66,66
"426",1,0,1,1,1,1,1,77,1,77,1,1,3,1,4,4,1,7,1,66,66
"427",1,0,1,1,1,1,1,77,1,77,5,3,1,3,4,2,2,7,1,24,66
"428",1,0,3,3,6,6,5,77,5,77,4,4,5,4,2,1,2,4,4,66,66
"429",4,0,4,4,4,4,4,77,3,77,3,3,4,3,3,3,3,4,4,66,66
"430",2,0,2,2,7,7,7,77,5,77,5,5,6,5,3,1,1,2,7,66,66
"431",4,0,2,2,6,7,3,77,2,77,5,5,4,5,1,1,2,1,5,66,66
"432",1,0,1,1,2,2,2,77,1,77,5,5,4,5,1,1,2,7,1,66,66
"433",4,0,2,2,7,7,7,77,4,77,5,5,4,5,1,2,3,1,7,14,66
"434",4,0,4,4,4,4,4,77,3,77,3,4,4,5,2,1,3,4,4,5,66
"435",2,0,2,2,7,6,7,77,5,77,5,5,3,3,3,1,3,4,7,6,66
"436",1,0,1,1,1,1,2,77,1,77,2,1,1,2,3,3,2,7,1,66,2
"437",1,0,1,1,3,2,3,77,3,77,4,3,3,2,3,2,2,7,2,66,66
"438",2,0,2,2,7,7,7,77,5,77,5,2,4,1,4,1,1,1,7,23,66
"439",4,0,4,4,7,7,7,77,5,77,3,1,4,1,5,5,1,2,6,66,7
"440",1,0,2,2,6,6,6,77,5,77,5,2,3,5,2,1,2,5,3,66,66
